"","Brand","Vehicle","Engine","Engine.code","Torque..Nm.rpm.","Power..hp..","Power.kW..rpm.","Average.fuel.consumption..l.100.km.","CO2..g.km.","Weight.3p.5p..kg","Displacement","Compression.ratio","GearBox.type","Tyre","Traction.type"
"346","Nissan","Qashqai +2 Acenta","2.0L dCi 150 hp 4x4 AT","","340/2000",150,"110/4000",7.9,209,"1807","1995",17,"AT 6","215/60 R17","4wd"
"347","Nissan","Qashqai +2 Tekna Sp.","2.0L dCi 150 hp 4x4 AT","","340/2000",150,"110/4000",7.9,209,"1807","1995",17,"AT 6","215/55 R18","4wd"
"348","Nissan","X-Trail XE","2.0L 141 hp","","196/4800",141,"104/6000",8.7,208,"1557","1997",3,"MT 6","215/65 R16","4wd"
"349","Nissan","X-Trail SE","2.0L 141 hp","","196/4800",141,"104/6000",8.7,208,"1557","1997",3,"MT 6","215/46 R17","4wd"
"350","Nissan","X-Trail XE","2.0L dCi 150 hp","","320/2000",150,"110/4000",7.1,190,"1700","1998",17,"MT 6","215/65 R16","4wd"
"351","Nissan","X-Trail SE","2.0L dCi 150 hp","","320/2000",150,"110/4000",7.1,190,"1700","1998",17,"MT 6","215/60 R17","4wd"
"352","Nissan","X-Trail Plat.","2.0L dCi 150 hp","","320/2000",150,"110/4000",7.1,190,"1700","1998",17,"MT 6","215/55 R18","4wd"
"353","Nissan","X-Trail SE","2.0L dCi 150 hp AT","","320/2000",150,"110/4000",8.1,216,"1712","1995",17,"AT 6","215/60 R17","4wd"
"354","Nissan","X-Trail Plat.","2.0L dCi 150 hp AT","","320/2000",150,"110/4000",8.1,216,"1712","1995",17,"AT 6","215/55 R18","4wd"
"355","Nissan","Pathfinder 5 pl.","2.5L dCi 171 hp","","403/2000",171,"126/4000",9.8,264,"?","2488",20,"MT 6 with reductor (2.6)","255/65 R17","4wd"
"356","Nissan","Pathfinder 7 pl.","2.5L dCi 171 hp","","403/2000",171,"126/4000",9.8,264,"?","2488",20,"MT 6 with reductor (2.6)","255/65 R17","4wd"
"357","Nissan","Pathfinder 7 pl.","2.5L dCi 171 hp AT","","403/2000",171,"126/4000",10.2,276,"?","2488",20,"AT 5 with reductor (2.6)","255/65 R17","4wd"
"358","Nissan","Murano","3.5L V6 S-hpT 256 hp","","334/4400",256,"188/6000",10.9,261,"?","3498",4,"hpT","225/65 R18 103 H","4wd"
"359","Nissan","Murano (2005)","3.5L V6 234 hp hpT","","318/3600",234,"172/6000",12.3,295,"1945","3498",4,"hpT","225/65 R18 103 H","4wd"
"360","Dacia","Sandero","1.4L 75 hp","","112/3000",75,"55/5500",7,165,"1050","1390",37,"MT","185/65 R15","2wd"
"361","Dacia","Sandero","1.2L 75 hp","","108/4250",75,"55/5500",5.9,139,"1050","1149",40,"MT","185/65 R15","2wd"
"362","Dacia","Sandero","1.6L 90 hp","","128/3000",87,"64/5500",7.2,170,"1055","1598",37,"MT","185/65 R15","2wd"
"363","Dacia","Sandero","1.5L dCi 70 hp","","160/1700",68,"50/4000",4.5,120,"1165","1461",26,"MT","185/65 R15","2wd"
"364","Dacia","Sandero","1.5L dCi 85 hp","","200/1900",86,"63/3750",4.6,120,"1165","1461",26,"MT","185/65 R15","2wd"
"365","Dacia","Logan (2005 & 2007)","1.4L 75 hp","","112/3000",75,"55/5500",6.9,166,"1050","1390",37,"MT","185/65 R15","2wd"
"366","Dacia","Logan (2005 & 2007)","1.6L 90 hp","","128/3000",87,"64/5500",7.3,175,"1055","1598",37,"MT","185/65 R15","2wd"
"367","Dacia","Logan (2007)","1.6L 105 hp","","148/3750",105,"77/5750",7.1,170,"1190","1598",40,"MT","185/65 R15","2wd"
"368","Dacia","Logan (2007)","1.5L dCi 70 hp","","160/1700",68,"50/4000",4.7,125,"1140","1461",27,"MT","185/65 R15","2wd"
"369","Dacia","Logan Break (2007)","1.4L 75 hp","","112/3000",75,"55/5500",7.6,179,"1240","1390",37,"MT","185/65 R15","2wd"
"370","Dacia","Logan Break (2007)","1.6L 90 hp","","128/3000",87,"64/5500",7.6,180,"1240","1598",37,"MT","185/65 R15","2wd"
"371","Dacia","Logan Break (2007) 7 pl.","1.6L 90 hp","","128/3000",87,"64/5500",7.8,185,"1270","1598",37,"MT","185/65 R15","2wd"
"372","Dacia","Logan Break (2007)","1.5L dCi 70 hp","","160/1700",68,"50/4000",5.3,140,"1280","1461",27,"MT","185/65 R15","2wd"
"373","Dacia","Logan Break (2007) 7 pl.","1.5L dCi 70 hp","","160/1700",68,"50/4000",5.3,140,"1320","1461",27,"MT","185/65 R15","2wd"
"374","Dacia","Logan Break (2007)","1.6L 105 hp","","148/3750",105,"77/5750",7.5,178,"1270","1598",40,"MT","185/65 R15","2wd"
"375","Dacia","Logan Break (2007) 7 pl.","1.6L 105 hp","","148/3750",105,"77/5750",7.5,178,"1300","1598",40,"MT","185/65 R15","2wd"
"376","Dacia","Logan Break (2007)","1.5L dCi 85 hp","","200/1900",86,"63/3750",5.2,137,"1280","1461",26,"MT","185/65 R15","2wd"
"377","Dacia","Logan Break (2007) 7 pl.","1.5L dCi 85 hp","","200/1900",86,"63/3750",5.2,137,"1330","1461",26,"MT","185/65 R15","2wd"
"378","Citroen","C1","1.0L 68 hp","","93/3600",68,"50/6000",4.5,106,"865/875","998",5,"MT","155/65 R14","2wd"
"379","Citroen","C1 sensodrive","1.0L 68 hp AMT","","93/3600",68,"50/6000",4.6,107,"900/910","998",5,"AMT 5","155/65 R14","2wd"
"380","Citroen","C1","1.4L HDi 55 hp","","130/1750",54,"40/4000",4.1,109,"955/965","1399",27,"MT","155/65 R14","2wd"
"381","Citroen","Xsara Picasso","1.6L HDi FAP 110 hp","","240/1750",109,"80/4000",5.1,136,"1398","1560",28,"MT","185/65 R15","2wd"
"382","Citroen","Xsara Picasso Excl.","1.6L HDi FAP 110 hp","","240/1750",109,"80/4000",5.1,136,"1468","1560",28,"MT","185/65 R15","2wd"
"383","Citroen","C2 (2006/2008)","1.1L 60 hp","","94/3200",60,"44.1/5500",5.8,138,"1031","1124",5,"MT","175/65 R14","2wd"
"384","Citroen","C2 (2006/2008)","1.4L 73 hp","","118/3300",73,"54/5400",6,143,"1065","1361",5,"MT","175/65 R14","2wd"
"385","Citroen","C2 VTR (2006)","1.4L 73 hp","","118/3300",73,"54/5400",6,143,"1065","1361",5,"MT","185/55 R15","2wd"
"386","Citroen","C2 SensoDrive (2006)","1.4L 73 hp","","118/3300",73,"54/5400",5.8,138,"1070","1361",5,"AMT 5","185/55 R15","2wd"
"387","Citroen","C2 Stop&Start (2006)","1.4L 90 hp","","133/3250",88,"65/5250",5.6,133,"1088","1361",3,"AT 5","185/55 R15","2wd"
"388","Citroen","C2 Sensodrive (2006)","1.6L 110 hp","","147/4000",109,"80/5750",6.3,151,"1146","1587",9,"AMT 5","195/45 R16","2wd"
"389","Citroen","C2 VTS (2006/2008)","1.6L 120 hp","","143/3750",122,"90/6500",6.9,163,"1159","1587",1,"MT","195/45 R16","2wd"
"390","Citroen","C2 (2006/2008)","1.4L HDi 70 hp","","150/1750",68,"50/4000",4.3,113,"1078","1399",27,"MT","175/65 R14","2wd"
"391","Citroen","C2 VTR (2006)","1.4L HDi 70 hp","","150/1750",68,"50/4000",4.3,113,"1078","1399",27,"MT","185/55 R15","2wd"
"392","Citroen","C2 VTR Sensodrive (2006)","1.4L HDi 70 hp","","150/1750",68,"50/4000",4.2,111,"1116","1399",27,"AMT 5","185/55 R15","2wd"
"393","Citroen","C2 VTR (2008)","1.4L 73 hp","","118/3300",73,"54/5400",6,143,"1065","1361",5,"MT","185/55 R15","2wd"
"394","Citroen","C2 VTS (2008)","1.6L HDi FAP 110 hp","","240/1750",109,"80/4000",4.4,119,"1197","1560",28,"MT","195/45 R16","2wd"
"395","Citroen","C3 Picasso","1.4L VTi 95 hp","","136/4000",95,"70/6000",6.9,159,"1334","1397",9,"MT","195/60 R15 T","2wd"
"396","Citroen","C3 Picasso","1.6L HDi 90 hp","","215/1750",90,"66/4000",4.8,128,"1364","1560",26,"MT","195/60 R15 T","2wd"
"397","Citroen","C3 Picasso","1.6L VTi 120 hp","","160/4250",120,"88/6000",6.9,159,"1365","1598",9,"MT","195/55 R16 T","2wd"
"398","Citroen","C3 Picasso Excl.","1.4L VTi 95 hp","","136/4000",95,"70/6000",6.8,157,"1334","1397",9,"MT","195/55 R16 T","2wd"
"399","Citroen","C3 Picasso Excl.","1.6L HDi 90 hp","","215/1750",90,"66/4000",4.7,125,"1364","1560",26,"MT","195/55 R16 T","2wd"
"400","Citroen","C3 Picasso","1.6L HDi FAP 110 hp","","240/1750",109,"80/4000",4.9,130,"1408","1560",28,"MT","195/55 R16 T","2wd"
"401","Citroen","C-Crosser","2.2L HDi FAP 160 hp","","380/2000",156,"115/4000",7.2,191,"1825","2179",21,"MT 6","215/70 R16","4wd"
"402","Citroen","C-Crosser Excl.","2.2L HDi FAP 160 hp","","380/2000",156,"115/4000",7.3,194,"?","2179",21,"MT 6","225/55 R18","4wd"
"403","Citroen","C-Crosser","2.4L 170 hp hpT","","232/4000",170,"125/6000",9.3,222,"1715","2360",5,"hpT","225/55 R18","4wd"
"404","Citroen","C6","2.2L HDi FAP 170 hp","","370/1500",170,"125/4000",7.6,199,"1923","2179",21,"AT 6","245/45 R18","2wd"
"405","Citroen","C6","3.0L V6 210 hp","","290/3750",211,"155/6000",11.2,266,"1891","2946",8,"AT 6","245/45 R18","2wd"
"406","Citroen","C6","2.7L V6 HDi 205 hp","","440/1900",204,"150/4000",8.7,230,"1946","2721",24,"AT 6","245/45 R18","2wd"
"407","Citroen","C8","2.0L HDi 120 hp","","300/2000",120,"88/4000",6.9,182,"1846","1997",24,"MT 6","215/60 R16 H","2wd"
"408","Citroen","C8","2.0L 143 hp","","195/4000",140,"103/6250",9,213,"1706","1997",11,"MT 6","215/60 R16 H","2wd"
"409","Citroen","C8","2.0L HDi FAP 138 hp","","320/2000",136,"100/4000",7.1,188,"1818","1997",26,"MT 6","215/60 R16 H","2wd"
"410","Citroen","C8","2.2L HDi FAP 173 hp","","370/1500",170,"125/4000",7.2,191,"1865","2179",21,"MT 6","215/60 R16 H","2wd"
"411","Citroen","C8","2.2L HDi FAP 173 hp AT","","370/1500",170,"125/4000",8.2,218,"1893","2179",21,"AT 6","215/60 R16 H","2wd"
"412","Citroen","C3","1.1L 60 hp","","94/3200",60,"44.1/5500",6,143,"1085","1124",5,"MT","175/65 R14","2wd"
"413","Citroen","C3","1.4L 73 hp","","118/3300",73,"54/5400",6.1,145,"1089","1361",5,"MT","175/65 R14","2wd"
"414","Citroen","C3 Excl.","1.4L 73 hp","","118/3300",73,"54/5400",6.1,145,"1089","1361",5,"MT","185/60 R15","2wd"
"415","Citroen","C3 Sensodrive Stop&Start","1.4L 90 hp","","133/3250",88,"65/5250",5.7,135,"1132","1361",3,"AMT 5","185/60 R15","2wd"
"416","Citroen","C3 Sensodrive XTR","1.4L 90 hp","","133/3250",88,"65/5250",6,143,"1149","1361",3,"AMT 5","185/60 R15","2wd"
"417","Citroen","C3","1.6L 110 hp","","147/4000",109,"80/5750",6.5,155,"1159","1587",9,"MT","195/50 R16","2wd"
"418","Citroen","C3 Sensodrive","1.6L 110 hp","","147/4000",109,"80/5750",6.2,148,"1179","1587",9,"AMT 5","195/50 R16","2wd"
"419","Citroen","C3","1.4L HDi 70 hp","","150/1750",68,"50/4000",4.4,115,"1022","1399",27,"MT","175/65 R14","2wd"
"420","Citroen","C3 Sensodrive","1.4L HDi 70 hp","","150/1750",68,"50/4000",4.3,113,"1022","1399",27,"AMT 5","175/65 R14","2wd"
"421","Citroen","C3 Excl.","1.4L HDi 70 hp","","150/1750",68,"50/4000",4.4,115,"1022","1399",27,"MT","185/60 R15","2wd"
"422","Citroen","C3 XTR","1.4L HDi 70 hp","","150/1750",68,"50/4000",4.4,115,"1075","1399",27,"MT","185/60 R15","2wd"
"423","Citroen","C3","1.6L HDi 90 hp","","215/1750",90,"66/4000",4.4,118,"1179","1560",26,"MT","185/60 R15","2wd"
"424","Citroen","C3 XTR","1.6L HDi 90 hp","","215/1750",90,"66/4000",4.4,118,"1193","1560",26,"MT","185/60 R15","2wd"
"425","Citroen","C3 VTR","1.6L HDi 90 hp","","215/1750",90,"66/4000",4.4,118,"1179","1560",26,"MT","195/50 R16","2wd"
"426","Citroen","C3","1.6L HDi 110 hp","","240/1750",109,"80/4000",4.5,120,"1202","1560",28,"MT","195/50 R16","2wd"
"427","Citroen","C4 coupé","1.4L 90 hp","","133/3250",88,"65/5250",6.4,153,"1256","1361",3,"MT","195/65 R15","2wd"
"428","Citroen","C4 coupé","1.6L HDi 90 hp","","215/1750",90,"66/4000",4.4,117,"1330","1560",26,"MT","195/65 R15","2wd"
"429","Citroen","C4 coupé Cool","1.6L HDi 90 hp","","215/1750",90,"66/4000",4.4,117,"1330","1560",26,"MT","205/55 R16","2wd"
"430","Citroen","C4 coupé VTN@V","1.6L HDi 90 hp","","215/1750",90,"66/4000",4.4,117,"1330","1560",26,"MT","205/50 R17","2wd"
"431","Citroen","C4 coupé Cool","1.4L 90 hp","","133/3250",88,"65/5250",6.4,153,"1256","1361",3,"MT","205/55 R16","2wd"
"432","Citroen","C4 coupé Cool","1.6L VTi 120 hp","","160/4250",120,"88/6000",6.7,159,"1292","1598",9,"MT","205/55 R16","2wd"
"433","Citroen","C4 coupé VTS","1.6L VTi 120 hp","","160/4250",120,"88/6000",6.7,159,"1292","1598",9,"MT","205/50 R17","2wd"
"434","Citroen","C4 coupé","1.6L HDi FAP 110 hp","","240/1750",109,"80/4000",4.5,119,"1344","1560",28,"MT","205/55 R16","2wd"
"435","Citroen","C4 coupé VTS","1.6L HDi FAP 110 hp","","240/1750",109,"80/4000",4.5,119,"1344","1560",28,"MT","205/55 R16","2wd"
"436","Citroen","C4 coupé VTS","1.6L HDi FAP 110 hp AMT","","240/1750",109,"80/4000",4.5,120,"1368","1560",28,"AMT 6","205/50 R17","2wd"
"437","Citroen","C4 coupé","1.6L HDi FAP 110 hp AMT","","240/1750",109,"80/4000",4.5,120,"1368","1560",28,"AMT 6","205/55 R16","2wd"
"438","Citroen","C4 coupé VTS","1.6L THP 150 hp","","240/1400-3500",150,"110/5800",6.9,164,"1346","1598",5,"MT 6","205/50 R17","2wd"
"439","Citroen","C4 coupé VTS","2.0L HDi FAP 140 hp","","320/2000",140,"103/4000",5.3,139,"1454","1997",26,"MT 6","205/50 R17","2wd"
"440","Citroen","C4 coupé VTS +","2.0L HDi FAP 140 hp","","320/2000",140,"103/4000",5.3,139,"1454","1997",26,"MT 6","205/50 R17","2wd"
"441","Citroen","C4","1.4L 90 hp","","133/3250",88,"65/5250",6.4,153,"1257","1361",3,"MT","195/65 R15","2wd"
"442","Citroen","C4","1.6L HDi 90 hp","","215/1750",90,"66/4000",4.4,117,"1332","1560",26,"MT","195/65 R15","2wd"
"443","Citroen","C4 Cool","1.4L 90 hp","","133/3250",88,"65/5250",6.4,153,"1257","1361",3,"MT","205/55 R16","2wd"
"444","Citroen","C4 Cool","1.6L VTi 120 hp","","160/4250",120,"88/6000",6.7,159,"1295","1598",9,"MT","205/55 R16","2wd"
"445","Citroen","C4 Cool","1.6L HDi 90 hp","","215/1750",90,"66/4000",4.4,117,"1332","1560",26,"MT","205/55 R16","2wd"
"446","Citroen","C4 Excl.","1.6L VTi 120 hp","","160/4250",120,"88/6000",6.7,159,"1295","1598",9,"MT","205/50 R17","2wd"
"447","Citroen","C4 Excl. +","1.6L VTi 120 hp","","160/4250",120,"88/6000",6.7,159,"1295","1598",9,"MT","205/50 R17","2wd"
"448","Citroen","C4","1.6L HDi FAP 110 hp","","240/1750",109,"80/4000",4.5,119,"1345","1560",28,"MT","205/55 R16","2wd"
"449","Citroen","C4 VTN@V","1.6L HDi FAP 110 hp","","240/1750",109,"80/4000",4.5,119,"1345","1560",28,"MT","205/55 R16","2wd"
"450","Citroen","C4 VTN@V","1.6L HDi 90 hp","","215/1750",90,"66/4000",4.4,117,"1332","1560",26,"MT","205/50 R17","2wd"
"451","Citroen","C4","1.6L HDi FAP 110 hp AMT","","240/1750",109,"80/4000",4.5,120,"1368","1560",28,"AMT 6","205/55 R16","2wd"
"452","Citroen","C4 VTN@V","1.6L HDi FAP 110 hp AMT","","240/1750",109,"80/4000",4.5,120,"1368","1560",28,"AMT 6","205/50 R17","2wd"
"453","Citroen","C4","1.6L THP 150 hp","","240/1400-3500",150,"110/5800",6.9,164,"1351","1598",5,"MT 6","205/50 R17","2wd"
"454","Citroen","C4","2.0L HDi FAP 140 hp","","320/2000",140,"103/4000",5.3,139,"1456","1997",26,"MT 6","205/50 R17","2wd"
"455","Citroen","C4","2.0L HDi FAP 135 hp AT","","320/2000",136,"100/4000",6.6,175,"1491","1997",26,"AT 6","205/50 R17","2wd"
"456","Citroen","C4 Picasso","1.6L VTi 120 hp","","160/4250",120,"88/6000",7.4,174,"1533","1598",9,"MT","215/55 R16","2wd"
"457","Citroen","C4 Picasso VTN@V","1.6L VTi 120 hp","","160/4250",120,"88/6000",7.5,177,"1533","1598",9,"MT","215/50 R17","2wd"
"458","Citroen","C4 Picasso","1.6L HDi FAP 110 hp","","240/1750",109,"80/4000",5.5,145,"1564","1560",28,"MT","215/55 R16","2wd"
"459","Citroen","C4 Picasso VTN@V","1.6L HDi FAP 110 hp","","240/1750",109,"80/4000",5.6,147,"1564","1560",28,"MT","215/50 R17","2wd"
"460","Citroen","C4 Picasso Excl. +","1.6L HDi FAP 110 hp","","240/1750",109,"80/4000",5.6,147,"1564","1560",28,"MT","215/45 R18","2wd"
"461","Citroen","C4 Picasso","1.6L HDi FAP 110 hp AMT","","240/1750",109,"80/4000",5.3,140,"1574","1560",28,"AMT 6","215/55 R16","2wd"
"462","Citroen","C4 Picasso Excl.","1.6L HDi FAP 110 hp AMT","","240/1750",109,"80/4000",5.4,142,"1574","1560",28,"AMT 6","215/50 R17","2wd"
"463","Citroen","C4 Picasso Excl. +","1.6L HDi FAP 110 hp AMT","","240/1750",109,"80/4000",5.4,142,"1574","1560",28,"AMT 6","215/45 R18","2wd"
"464","Citroen","C4 Picasso","1.6L THP 150 hp AMT","","240/1400-3500",150,"110/5800",7.3,173,"1581","1598",5,"AMT 6","215/55 R16","2wd"
"465","Citroen","C4 Picasso VTN@V","1.6L THP 150 hp AMT","","240/1400-3500",150,"110/5800",7.4,176,"1581","1598",5,"AMT 6","215/50 R17","2wd"
"466","Citroen","C4 Picasso Excl. +","1.6L THP 150 hp AMT","","240/1400-3500",150,"110/5800",7.4,176,"1581","1598",5,"AMT 6","215/45 R18","2wd"
"467","Citroen","C4 Picasso","2.0L HDi FAP 135 hp AMT","","320/2000",136,"100/4000",5.9,155,"1656","1997",26,"AMT 6","215/55 R16","2wd"
"468","Citroen","C4 Picasso VTN@V","2.0L HDi FAP 135 hp AMT","","320/2000",136,"100/4000",6,157,"1656","1997",26,"AMT 6","215/50 R17","2wd"
"469","Citroen","C4 Picasso Excl. +","2.0L HDi FAP 135 hp AMT","","320/2000",136,"100/4000",6,157,"1656","1997",26,"AMT 6","215/45 R18","2wd"
"470","Citroen","C4 Picasso Excl. +","2.0L HDi FAP 135 hp AT","","320/2000",136,"100/4000",7.4,195,"1715","1997",26,"AT 6","215/45 R18","2wd"
"471","Citroen","C4 Picasso 7 pl.","1.6L VTi 120 hp","","160/4250",120,"88/6000",7.4,174,"1561","1598",9,"MT","215/55 R16","2wd"
"472","Citroen","C4 Picasso VTN@V 7 pl.","1.6L VTi 120 hp","","160/4250",120,"88/6000",7.5,177,"1561","1598",9,"MT","215/50 R17","2wd"
"473","Citroen","C4 Picasso 7 pl.","1.6L HDi FAP 110 hp","","240/1750",109,"80/4000",5.5,145,"1605","1560",28,"MT","215/55 R16","2wd"
"474","Citroen","C4 Picasso VTN@V 7 pl.","1.6L HDi FAP 110 hp","","240/1750",109,"80/4000",5.6,147,"1605","1560",28,"MT","215/50 R17","2wd"
"475","Citroen","C4 Picasso Excl. + 7 pl.","1.6L HDi FAP 110 hp","","240/1750",109,"80/4000",5.6,147,"1605","1560",28,"MT","215/45 R18","2wd"
"476","Citroen","C4 Picasso 7 pl.","1.6L HDi FAP 110 hp AMT","","240/1750",109,"80/4000",5.3,140,"1614","1560",28,"AMT 6","215/55 R16","2wd"
"477","Citroen","C4 Picasso Excl. 7 pl.","1.6L HDi FAP 110 hp AMT","","240/1750",109,"80/4000",5.4,142,"1614","1560",28,"AMT 6","215/50 R17","2wd"
"478","Citroen","C4 Picasso Excl. + 7 pl.","1.6L HDi FAP 110 hp AMT","","240/1750",109,"80/4000",5.4,142,"1614","1560",28,"AMT 6","215/45 R18","2wd"
"479","Citroen","C4 Picasso 7 pl.","1.6L THP 150 hp AMT","","240/1400-3500",150,"110/5800",7.3,173,"1605","1598",5,"AMT 6","215/55 R16","2wd"
"480","Citroen","C4 Picasso VTN@V 7 pl.","1.6L THP 150 hp AMT","","240/1400-3500",150,"110/5800",7.4,176,"1605","1598",5,"AMT 6","215/50 R17","2wd"
"481","Citroen","C4 Picasso Excl. + 7 pl.","1.6L THP 150 hp AMT","","240/1400-3500",150,"110/5800",7.4,176,"1605","1598",5,"AMT 6","215/45 R18","2wd"
"482","Citroen","C4 Picasso 7 pl.","2.0L HDi FAP 135 hp AMT","","320/2000",136,"100/4000",5.9,155,"1695","1997",26,"AMT 6","215/55 R16","2wd"
"483","Citroen","C4 Picasso VTN@V 7 pl.","2.0L HDi FAP 135 hp AMT","","320/2000",136,"100/4000",6,157,"1695","1997",26,"AMT 6","215/50 R17","2wd"
"484","Citroen","C4 Picasso Excl. + 7 pl.","2.0L HDi FAP 135 hp AMT","","320/2000",136,"100/4000",6,157,"1695","1997",26,"AMT 6","215/45 R18","2wd"
"485","Citroen","C4 Picasso Excl. + 7 pl.","2.0L HDi FAP 135 hp AT","","320/2000",136,"100/4000",7.4,195,"1725","1997",26,"AT 6","215/45 R18","2wd"
"486","Citroen","C5","2.0L 140 hp AT","","200/4000",140,"103/6000",8.9,212,"1658","1997",7,"AT 4","225/60 R16","2wd"
"487","Citroen","C5","2.0L 140 hp","","200/4000",140,"103/6000",8.4,198,"1596","1997",7,"MT","225/60 R16","2wd"
"488","Citroen","C5 S","2.0L 140 hp","","200/4000",140,"103/6000",8.4,198,"1596","1997",7,"MT","225/55 R17","2wd"
"489","Citroen","C5","1.8L 127 hp","","170/3750",125,"92/6000",7.9,188,"1585","1749",9,"MT","225/60 R16","2wd"
"490","Citroen","C5 Busi.","1.8L 127 hp","","170/3750",125,"92/6000",7.9,188,"1585","1749",9,"MT","225/55 R17","2wd"
"491","Citroen","C5","1.6L HDi FAP 110 hp","","240/1750-2000",109,"80/4000",5.6,149,"1578","1560",28,"MT","225/60 R16","2wd"
"492","Citroen","C5 S","1.6L HDi FAP 110 hp","","240/1750-2000",109,"80/4000",5.6,149,"1578","1560",28,"MT","225/55 R17","2wd"
"493","Citroen","C5","2.0L HDi FAP 138 hp","","320/2000",136,"100/4000",6,157,"1683","1997",26,"MT 6","225/60 R16","2wd"
"494","Citroen","C5 S","2.0L HDi FAP 138 hp","","320/2000",136,"100/4000",6,157,"1683","1997",26,"MT 6","225/55 R17","2wd"
"495","Citroen","C5","2.0L HDi FAP 138 hp AT","","320/2000",136,"100/4000",7.1,189,"1733","1997",26,"AT 6","225/60 R16","2wd"
"496","Citroen","C5 Excl.","2.0L HDi FAP 138 hp AT","","320/2000",136,"100/4000",7.1,189,"1733","1997",26,"AT 6","225/55 R17","2wd"
"497","Citroen","C5","2.0L HDi FAP 140 hp","","320/2000",140,"103/4000",5.8,153,"1683","1997",26,"MT 6","225/55 R17","2wd"
"498","Citroen","C5","2.2L HDi FAP 170 hp","","370/1500",170,"125/4000",6.5,172,"1804","2179",21,"MT 6","225/55 R17","2wd"
"499","Citroen","C5","3.0L V6 215 hp AT","","290/3750",211,"155/6000",10.5,248,"1800","2946",8,"AT 6","245/45 R18","2wd"
"500","Citroen","C5","2.7L HDi V6 FAP 208 hp AT","","440/1900",204,"150/4000",8.5,223,"1841","2721",24,"AT 6","245/45 R18","2wd"
"501","Citroen","C5 Tourer","1.6L HDi FAP 110 hp","","240/1750-2000",109,"80/4000",5.7,150,"1612","1560",28,"MT","225/60 R16","2wd"
"502","Citroen","C5 Tourer S","1.6L HDi FAP 110 hp","","240/1750-2000",109,"80/4000",5.7,150,"1612","1560",28,"MT","225/55 R17","2wd"
"503","Citroen","C5 Tourer","2.0L 140 hp","","200/4000",140,"103/6000",8.5,200,"1653","1997",7,"MT","225/55 R17","2wd"
"504","Citroen","C5 Tourer Busi.","2.0L HDi FAP 140 hp","","320/2000",140,"103/4000",5.9,155,"1730","1997",26,"MT 6","225/55 R17","2wd"
"505","Citroen","C5 Tourer","2.0L HDi FAP 138 hp AT","","320/2000",136,"100/4000",7.2,191,"1770","1997",26,"AT 6","225/55 R17","2wd"
"506","Citroen","C5 Tourer","2.2L HDi FAP 170 hp","","370/1500",170,"125/4000",6.6,175,"1840","2179",21,"MT 6","225/55 R17","2wd"
"507","Mitsubishi","Colt CZ3 (2004)","1.1L 75 hp","","100/3500",75,"55/6000",5.5,130,"930","1124",5,"MT","175/65 R14","2wd"
"508","Mitsubishi","Colt CZ3 Invite (2004)","1.1L 75 hp","","100/3500",75,"55/6000",5.5,130,"930","1124",5,"MT","195/50 R15","2wd"
"509","Mitsubishi","Colt CZ3 (2004)","1.3L 95 hp","","125/4000",95,"70/6000",6,143,"955","1332",5,"MT","195/50 R15","2wd"
"510","Mitsubishi","Colt CZ3 (2004)","1.5L DI-D 95 hp","","210/1800",95,"70/4000",4.8,129,"1070","1493",28,"MT","195/50 R15","2wd"
"511","Mitsubishi","Colt CZ3 Instyle (2004)","1.5L DI-D 95 hp","","210/1800",95,"70/4000",4.8,129,"1070","1493",28,"MT","205/45 R16","2wd"
"512","Mitsubishi","Colt (2004)","1.1L 75 hp","","100/3500",75,"55/6000",5.5,130,"965","1124",5,"MT","175/65 R14","2wd"
"513","Mitsubishi","Colt Invite (2004)","1.1L 75 hp","","100/3500",75,"55/6000",5.5,130,"965","1124",5,"MT","195/50 R15","2wd"
"514","Mitsubishi","Colt (2004)","1.3L 95 hp","","125/4000",95,"70/6000",5.8,138,"970","1332",5,"MT","175/65 R14","2wd"
"515","Mitsubishi","Colt Invite (2004)","1.3L 95 hp","","125/4000",95,"70/6000",5.8,138,"970","1332",5,"MT","195/50 R15","2wd"
"516","Mitsubishi","Colt CZC","1.5L 110 hp","","145/4000",109,"80/6000",6.6,157,"1185","1499",5,"MT","205/45 R16","2wd"
"517","Mitsubishi","Colt CZC","1.5L T 145 hp","","210/3500",145,"107/6000",7.1,168,"1275","1468",34,"MT","205/45 R16","2wd"
"518","Mitsubishi","Colt","1.1L 75 hp","","100/4000",75,"55/6000",4.9,115,"1015/1045","1124",9,"MT","195/50 R15","2wd"
"519","Mitsubishi","Colt","1.3L 95 hp","","125/4000",95,"70/6000",5,119,"1020/1050","1332",9,"MT","195/50 R15","2wd"
"520","Mitsubishi","Colt Ralliart","1.5L T 150 hp","","210/3500",150,"110/6000",6.8,161,"1135","1468",34,"MT","205/45 R16","2wd"
"521","Mitsubishi","Lancer Sportback","1.8L 140 hp","","178/4250",143,"105/6000",7.9,188,"1430","1798",5,"MT","205/60 R16","2wd"
"522","Mitsubishi","Lancer Sportback Motion","1.8L 140 hp","","178/4250",143,"105/6000",7.9,188,"1460","1798",5,"MT","215/45 R18","2wd"
"523","Mitsubishi","Lancer Sportback","1.8L 140 hp hpT","","178/4250",143,"105/6000",8.3,198,"1490","1798",5,"hpT","215/45 R18","2wd"
